Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
23:00 - 23:30,41484.42,127.59,41356.71,41500.11,41356.42,1797,N.A.
23:30 - 00:00,41547.9,63.48,41484.21,41583.96,41467.16,1798,N.A.
24JAN2020_00:00:00.000000,,,,,,,
00:00 - 00:30,41532.73,-15.17,41552.12,41586.83,41522.86,1795,N.A.
00:30 - 01:00,41509.09,-23.64,41532.56,41563.62,41501.26,1797,N.A.
01:00 - 01:30,41500.08,-9.01,41509.9,41544.72,41486.26,1797,N.A.
01:30 - 02:00,41526.9,26.82,41499.85,41528.01,41479.83,1798,N.A.
02:00 - 02:30,41526.98,0.08,41526.9,41544.12,41503.97,1798,N.A.
02:30 - 03:00,41564.85,37.87,41526.27,41585.77,41518.32,1798,N.A.
03:00 - 03:30,41615.79,50.94,41565.49,41621.92,41564.36,1797,N.A.
03:30 - 04:00,41648.88,33.09,41616.87,41696.49,41615.91,1797,N.A.
04:00 - 04:30,41649.46,0.58,41648.88,41674.62,41607.21,1798,N.A.
04:30 - 05:00,41648.42,-1.04,41648.58,41654.35,41593.17,1796,N.A.
05:00 - 05:30,41613.19,-35.23,41648.42,41648.42,41613.19,1798,N.A.
05:30 - 06:00,41613.19,0,41613.19,41613.19,41613.19,1797,N.A.
06:00 - 06:30,41613.19,0,41613.19,41613.19,41613.19,1798,N.A.
26JAN2020_00:00:00.000000,,,,,,,
22:30 - 23:00,41392.2,-220.99,41504.71,41510.68,41324.84,1367,N.A.
23:00 - 23:30,41419.47,27.27,41391.51,41477.8,41363.44,1798,N.A.
23:30 - 00:00,41502.01,82.54,41419.47,41513.56,41412.62,1797,N.A.
27JAN2020_00:00:00.000000,,,,,,,
00:00 - 00:30,41454.55,-47.46,41499.96,41515.21,41429.32,1797,N.A.
00:30 - 01:00,41424.23,-30.32,41454.7,41474.92,41407.03,1798,N.A.
01:00 - 01:30,41446.82,22.59,41423.77,41469.03,41404.06,1797,N.A.
01:30 - 02:00,41451.19,4.37,41446.52,41455.54,41426.99,1797,N.A.
02:00 - 02:30,41423.54,-27.65,41451.03,41470.78,41410.28,1797,N.A.
02:30 - 03:00,41369.45,-54.09,41423.66,41423.98,41349.45,1797,N.A.
03:00 - 03:30,41372.61,3.16,41369.74,41403.32,41315.9,1797,N.A.
