Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
00:15 - 00:45,2920.846,6.785,2914.061,2921.464,2910.652,467,N.A.
00:45 - 01:15,2922.586,1.74,2921.274,2923.319,2917.177,468,N.A.
01:15 - 01:45,2924.849,2.263,2921.755,2925.718,2920.872,467,N.A.
01:45 - 02:15,2926.899,2.05,2924.542,2926.899,2924.2,312,N.A.
20:15 - 20:45,2933.887,6.988,2927.144,2934.542,2923.232,299,N.A.
20:45 - 21:15,2918.534,-15.353,2934.04,2935.406,2911.165,462,N.A.
21:15 - 21:45,2925.726,7.192,2918.675,2927.166,2917.151,463,N.A.
21:45 - 22:15,2920.014,-5.712,2925.685,2929.64,2917.499,463,N.A.
22:15 - 22:45,2911.349,-8.665,2920.014,2922.58,2910.994,463,N.A.
22:45 - 23:15,2911.349,0,2911.349,2911.349,2911.349,464,N.A.
23:15 - 23:45,2911.349,0,2911.349,2911.349,2911.349,464,N.A.
23:45 - 00:15,2907.565,-3.784,2911.349,2911.349,2901.242,463,N.A.
13FEB2020_00:00:00.000000,,,,,,,
00:15 - 00:45,2909.543,1.978,2907.565,2912.514,2904.949,462,N.A.
00:45 - 01:15,2910.22,0.677,2909.543,2911.586,2904.166,461,N.A.
01:15 - 01:45,2911.407,1.187,2910.523,2917.104,2910.523,462,N.A.
01:45 - 02:15,2906.073,-5.334,2911.414,2911.756,2905.94,308,N.A.
20:15 - 20:45,2911.765,5.692,2899.866,2912.363,2899.771,304,N.A.
20:45 - 21:15,2905.544,-6.221,2911.27,2912.325,2901.632,468,N.A.
21:15 - 21:45,2915.281,9.737,2905.9,2916.194,2905.644,468,N.A.
21:45 - 22:15,2922.588,7.307,2915.684,2926.41,2914.883,468,N.A.
22:15 - 22:45,2921.25,-1.338,2923.039,2926.871,2920.814,469,N.A.
